,title,repro_index
969,scMODAL: a general deep learning framework for comprehensive single-cell multi-omics data alignment with feature links,
970,SIMS: A deep-learning label transfer tool for single-cell RNA sequencing analysis,
971,Integration of the bulk transcriptome and single-cell transcriptome reveals efferocytosis features in lung adenocarcinoma prognosis and immunotherapy by combining deep learning,
972,Deep learning large-scale drug discovery and repurposing,
973,Biologically Guided Variational Inference for Interpretable Multimodal Single-Cell Integration and Mechanistic Discovery,
974,scPROTEIN: a versatile deep graph contrastive learning framework for single-cell proteomics embedding,
975,Abstract P1-04-25: Fast and accurate detection of tumor-immune cell interactions with deep learning,
976,Untangling biological complexity: A deep learning approach to separating multiple signals in single-cell data,
977,Dimensionality Reduction and Louvain Agglomerative Hierarchical Clustering for Cluster-Specified Frequent Biomarker Discovery in Single-Cell Sequencing Data,
978,Deep learning applications in single-cell genomics and transcriptomics data analysis.,
979,Biologically informed deep learning to query gene programs in single-cell atlases,
980,Deciphering ligand-receptor-mediated intercellular communication based on ensemble deep learning and the joint scoring strategy from single-cell transcriptomic data,
981,Tissue module discovery in single-cell-resolution spatial transcriptomics data via cell-cell interaction-aware cell embedding.,
982,Deep learning and single-cell phenotyping for rapid antimicrobial susceptibility detection in Escherichia coli,
983,OmniPert: A Deep Learning Foundation Model for Predicting Responses to Genetic and Chemical Perturbations in Single Cancer Cells,
984,Integrated bulk and single-cell transcriptomes reveal pyroptotic signature in prognosis and therapeutic options of hepatocellular carcinoma by combining deep learning,
985,Single‐cell segmentation in bacterial biofilms with an optimized deep learning method enables tracking of cell lineages and measurements of growth rates,
986,Single-cell technology for drug discovery and development,
987,Evaluation of deep learning-based feature selection for single-cell RNA sequencing data analysis,
988,DeepSea is an efficient deep-learning model for single-cell segmentation and tracking in time-lapse microscopy,
989,scHiCyclePred: a deep learning framework for predicting cell cycle phases from single-cell Hi-C data using multi-scale interaction information,
990,Deep-Learning Terahertz Single-Cell Metabolic Viability Study.,
991,Deep learning exploration of single-cell and spatially resolved cancer transcriptomics to unravel tumour heterogeneity,
992,AI-driven biomarker discovery: enhancing precision in cancer diagnosis and prognosis,
993,Efficient Generation of Paired Single‐Cell Multiomics Profiles by Deep Learning,
994,An explainable AI-driven biomarker discovery framework for Non-Small Cell Lung Cancer classification,
995,AI-Driven Spatial Transcriptomics Unlocks Large-Scale Breast Cancer Biomarker Discovery from Histopathology,
996,An interpretable deep-learning architecture of capsule networks for identifying cell-type gene expression programs from single-cell RNA-sequencing data,
997,Role and Potential of Artificial Intelligence in Biomarker Discovery and Development of Treatment Strategies for Amyotrophic Lateral Sclerosis,
998,MULGONET: An interpretable neural network framework to integrate multi-omics data for cancer recurrence prediction and biomarker discovery,
999,Geometric deep learning and multiple-instance learning for 3D cell-shape profiling.,
1000,S100A9 regulates eosinophil extracellular trap and activates NF-κB signaling in endometrial cancer: a machine learning-based biomarker discovery,
1001,Deep-learning-based gene perturbation effect prediction does not yet outperform simple linear baselines,
1002,Single-cell Analysis Technologies for Immuno-oncology Research: from Mechanistic Delineation to Biomarker Discovery,
1003,Deep learning shapes single-cell data analysis,
1004,EagleC: A deep-learning framework for detecting a full range of structural variations from bulk and single-cell contact maps,
1005,Single-cell multiome of the human retina and deep learning nominate causal variants in complex eye diseases,
1006,Clustering of single-cell multi-omics data with a multimodal deep learning method,
1007,A multi-use deep learning method for CITE-seq and single-cell RNA-seq data integration with cell surface protein prediction and imputation,
1008,Application of Deep Learning on Single-cell RNA Sequencing Data Analysis: A Review,
1009,Weakly supervised learning uncovers phenotypic signatures in single-cell data,
1010,Hybrid Optimized Deep Learning Rna-Seq Achromatopsia Detection for Biomarker Discovery,
1011,Drug Response Prediction and Biomarker Discovery Using Multi-Modal Deep Learning,
1012,Integration of Single-Cell and Bulk RNA Sequencing Data using Ecotype Machine Learning for Prognostic Biomarker Discovery in Gastric Cancer,
1013,Machine learning approaches for biomarker discovery using single-cell RNA sequencing,
1014,Integration of Deep Learning and Metaheuristics for Advanced RNA-Seq Data Analysis: A Rigorous Framework for Biomarker Discovery,
1015,Deep Learning Architectures for Multi-Omics Data Integration: Bridging Biomarker Discovery and Clinical Translation,
1016,Neural Networks and Deep Learning,
1017,Deep Learning Approaches for Biomarker Discovery in Glioblastoma Multiforme,
1018,From single-cell maps to diagnostics: enabling biomarker discovery in precision medicine,
1019,Pathology Data Mining and Biomarker Discovery with Novel Algorithms,
1020,PCAGroupAdam: A PCA-Based Deep Learning Framework with Custom Optimization for Cancer Biomarker Discovery and Classification in High-Dimensional Gene Expression Data,
1021,scGAT: A Graph Attention Network Approach for Single-Cell Multi-Omics Data Analysis and Biomarker Discovery,
1022,An Interpretable Deep Learning Framework for Biomarker Discovery in Complex Disease Survival Outcomes,
1023,Deep Lineage: Single-Cell Lineage Tracing and Fate Inference Using Deep Learning,
1024,"Decision letter for ""Real-Time Cell Sorting with Scalable In Situ FPGA-Accelerated Deep Learning""",
1025,Single Cell Genetic Analysis of COVID-19: A Deep Learning Approach,
1026,Boosting Clear Cell Renal Carcinoma-Specific Drug Discovery Using a Deep Learning Algorithm and Single-Cell Analysis,
1027,Deep learning for biomarker discovery in heterogeneous data from autoimmune and inflammatory conditions,
1028,G2PDeep-v2: a web-based deep-learning framework for phenotype prediction and biomarker discovery using multi-omics data,
1029,scMILD: Single-Cell Multiple Instance Learning for Sample Classification and Associated Subpopulation Discovery,
1030,Deciphering Gastric Cancer Prognosis: A Deep Learning Framework for Survival Stratification and Biomarker Discovery Using Multi-Omics Data,
1031,An integrated single-cell transcriptomics and explainable AI approach for cancer stemness biomarker discovery in non-small cell lung cancer,
1032,Accelerated Discovery of Cell Migration Regulators Using Label-Free Deep Learning-Based Automated Tracking,
1033,Deep learning of gene relationships from single cell time-course expression data,
1034,"Applications of Machine Learning in Drug Discovery II: Biomarker Discovery, Patient Stratification and Pharmacoeconomics",
1035,IPF-related new macrophage subpopulations and diagnostic biomarker identification - combine machine learning with single-cell analysis,
1036,Deep Learning Based Biomarker Discovery and Cancer Subtype Classification Using Cross-Domain Multi-Omics Integration,
1037,Mechanistic Deep Learning Framework on Cell Traits Derived from Single-Cell Mass Cytometry Data,
1038,Prediction of Single Cell Mechanical Properties in Microchannels Based on Deep Learning,
1039,Predicting single-cell drug sensitivity utilizing adaptive weighted features for deep transfer learning,
1040,Deep Learning Analysis of Single-Cell Data Reveals Unique Genetic Features Of COVID-19 Severities,
1041,Evolution-Aware Deep Reinforcement Learning for Single-Cell DNA Copy Number Calling,
1042,"Review for ""Artificial Intelligence Approaches for Predictive Biomarker Discovery in Non-Small Cell Lung Cancer""",
